Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,time,Date,Time,Weekday,Sentiment_encode,Sentiment_Category
elation surprise reunion old friend,Elation,2020-04-02 09:30:00,JoyfulReunion2,Instagram,"['#Elation', '#OldFriends']",25.0,50.0,Canada,2020,4,2,9,2020-04-02 09:30:00,2020-04-02,09:30:00,3,60,positif
euphoria live music concert star,Euphoria,2021-06-19 14:45:00,MusicEnthusiast,Facebook,"['#Euphoria', '#LiveMusic']",15.0,30.0,USA,2021,6,19,14,2021-06-19 14:45:00,2021-06-19,14:45:00,5,75,positif
contentment simplicity quiet sunday,Contentment,2010-08-15 10:00:00,SimpleJoys,Twitter,"['#Contentment', '#SundayMood']",30.0,60.0,Australia,2010,8,15,10,2010-08-15 10:00:00,2010-08-15,10:00:00,6,40,neutre
serenity found page favorite book,Serenity,2011-09-22 19:30:00,BookLover3,Instagram,"['#Serenity', '#BookTime']",22.0,45.0,UK,2011,9,22,19,2011-09-22 19:30:00,2011-09-22,19:30:00,3,166,positif
gratitude support received tough time,Gratitude,2012-03-10 08:30:00,SupportiveFriend,Facebook,"['#Gratitude', '#Supportive']",15.0,30.0,India,2012,3,10,8,2012-03-10 08:30:00,2012-03-10,08:30:00,5,90,négatif
hopeful possibility new journey,Hope,2013-12-05 16:00:00,JourneyOptimist,Twitter,"['#Hope', '#NewBeginnings']",18.0,35.0,Canada,2013,12,5,16,2013-12-05 16:00:00,2013-12-05,16:00:00,3,100,positif
empowerment learning personal growth,Empowerment,2014-07-20 11:30:00,GrowthSeeker,Instagram,"['#Empowerment', '#PersonalGrowth']",25.0,50.0,USA,2014,7,20,11,2014-07-20 11:30:00,2014-07-20,11:30:00,6,66,neutre
compassion towards need holiday,Compassion,2015-12-22 14:20:00,HolidayHelper,Facebook,"['#Compassion', '#HolidaySupport']",18.0,35.0,USA,2015,12,22,14,2015-12-22 14:20:00,2015-12-22,14:20:00,1,33,neutre
tenderness warmth cozy winter evening,Tenderness,2016-02-10 19:45:00,WinterWarmth,Twitter,"['#Tenderness', '#CozyEvening']",25.0,50.0,UK,2016,2,10,19,2016-02-10 19:45:00,2016-02-10,19:45:00,2,177,négatif
arousal excitement upcoming adventure,Arousal,2017-04-30 11:30:00,AdventureAwaits,Instagram,"['#Arousal', '#AdventureTime']",20.0,40.0,Australia,2017,4,30,11,2017-04-30 11:30:00,2017-04-30,11:30:00,6,15,neutre
enthusiasm creative project making,Enthusiasm,2018-09-15 16:00:00,CreativeSpirit,Facebook,"['#Enthusiasm', '#Creativity']",15.0,30.0,Canada,2018,9,15,16,2018-09-15 16:00:00,2018-09-15,16:00:00,5,71,positif
fulfillment completing challenging workout routine,Fulfillment,2019-06-28 18:20:00,FitnessAchiever,Twitter,"['#Fulfillment', '#FitnessGoals']",22.0,45.0,India,2019,6,28,18,2019-06-28 18:20:00,2019-06-28,18:20:00,4,87,positif
reverence artistry displayed museum,Reverence,2020-11-11 15:00:00,ArtAppreciator,Instagram,"['#Reverence', '#ArtAppreciation']",18.0,35.0,UK,2020,11,11,15,2020-11-11 15:00:00,2020-11-11,15:00:00,2,159,neutre
elation achieving personal goal,Elation,2021-03-02 09:30:00,GoalAchiever2,Facebook,"['#Elation', '#PersonalAchievement']",25.0,50.0,USA,2021,3,2,9,2021-03-02 09:30:00,2021-03-02,09:30:00,1,60,neutre
elation discovering hidden gem city,Elation,2012-02-18 14:30:00,UrbanExplorer2,Twitter,"['#Elation', '#HiddenGem']",20.0,40.0,USA,2012,2,18,14,2012-02-18 14:30:00,2012-02-18,14:30:00,5,60,négatif
euphoria surprise birthday celebration,Euphoria,2018-11-05 21:45:00,BirthdayJoy,Instagram,"['#Euphoria', '#BirthdaySurprise']",15.0,30.0,UK,2018,11,5,21,2018-11-05 21:45:00,2018-11-05,21:45:00,0,75,neutre
contentment simplicity homecooked meal,Contentment,2015-09-12 13:20:00,HomeChef,Facebook,"['#Contentment', '#HomeCooking']",25.0,50.0,India,2015,9,12,13,2015-09-12 13:20:00,2015-09-12,13:20:00,5,40,neutre
serenity found melody peaceful piano,Serenity,2016-07-30 18:10:00,MusicLover4,Twitter,"['#Serenity', '#PeacefulMelody']",18.0,35.0,Canada,2016,7,30,18,2016-07-30 18:10:00,2016-07-30,18:10:00,5,166,positif
gratitude supportive community around,Gratitude,2013-04-20 10:30:00,CommunityLove,Instagram,"['#Gratitude', '#CommunitySupport']",30.0,60.0,USA,2013,4,20,10,2013-04-20 10:30:00,2013-04-20,10:30:00,5,90,positif
hopeful prospect new business venture,Hope,2017-12-08 19:15:00,EntrepreneurHope,Facebook,"['#Hope', '#BusinessVenture']",22.0,45.0,Canada,2017,12,8,19,2017-12-08 19:15:00,2017-12-08,19:15:00,4,100,positif
empowerment mentoring guiding others,Empowerment,2014-06-03 08:20:00,MentorEmpower,Twitter,"['#Empowerment', '#Mentorship']",15.0,30.0,UK,2014,6,3,8,2014-06-03 08:20:00,2014-06-03,08:20:00,1,66,neutre
compassion shown act kindness community,Compassion,2019-01-15 14:50:00,KindnessInAction,Instagram,"['#Compassion', '#CommunityKindness']",18.0,35.0,Australia,2019,1,15,14,2019-01-15 14:50:00,2019-01-15,14:50:00,1,33,neutre
tenderness heartfelt message loved one,Tenderness,2016-12-25 19:30:00,LoveExpress,Facebook,"['#Tenderness', '#LoveNote']",25.0,50.0,UK,2016,12,25,19,2016-12-25 19:30:00,2016-12-25,19:30:00,6,177,positif
arousal excitement muchawaited trip,Arousal,2018-03-10 09:45:00,TravelExcitement,Twitter,"['#Arousal', '#TravelAdventure']",20.0,40.0,India,2018,3,10,9,2018-03-10 09:45:00,2018-03-10,09:45:00,5,15,neutre
enthusiasm new artistic project work,Enthusiasm,2020-09-17 16:30:00,ArtisticSpirit,Instagram,"['#Enthusiasm', '#ArtisticProject']",15.0,30.0,USA,2020,9,17,16,2020-09-17 16:30:00,2020-09-17,16:30:00,3,71,positif
feeling sense fulfillment helping others,Fulfillment,2011-08-28 18:45:00,HelperHeart,Facebook,"['#Fulfillment', '#HelpingOthers']",22.0,45.0,Canada,2011,8,28,18,2011-08-28 18:45:00,2011-08-28,18:45:00,6,87,neutre
reverence historical significance landmark,Reverence,2017-11-01 15:30:00,HistoryBuff,Twitter,"['#Reverence', '#HistoricalSite']",18.0,35.0,Australia,2017,11,1,15,2017-11-01 15:30:00,2017-11-01,15:30:00,2,159,neutre
elation achieving fitness milestone,Elation,2019-06-15 10:00:00,FitnessAchiever2,Instagram,"['#Elation', '#FitnessMilestone']",25.0,50.0,UK,2019,6,15,10,2019-06-15 10:00:00,2019-06-15,10:00:00,5,60,neutre
euphoria successful product launch,Euphoria,2022-04-03 11:45:00,ProductLaunchJoy,Facebook,"['#Euphoria', '#ProductLaunchSuccess']",15.0,30.0,USA,2022,4,3,11,2022-04-03 11:45:00,2022-04-03,11:45:00,6,75,positif
contentment embrace loved one,Contentment,2010-11-12 20:20:00,LovingEmbrace,Twitter,"['#Contentment', '#Love']",30.0,60.0,India,2010,11,12,20,2010-11-12 20:20:00,2010-11-12,20:20:00,4,40,positif
serenity found beauty sunset sea,Serenity,2011-07-22 18:30:00,SunsetWatcher2,Instagram,"['#Serenity', '#SunsetViews']",22.0,45.0,Canada,2011,7,22,18,2011-07-22 18:30:00,2011-07-22,18:30:00,4,166,neutre
gratitude small joy day brings,Gratitude,2012-03-30 11:20:00,JoyfulHeart2,Facebook,"['#Gratitude', '#SmallJoys']",15.0,30.0,Australia,2012,3,30,11,2012-03-30 11:20:00,2012-03-30,11:20:00,4,90,positif
hopeful potential personal growth,Hope,2013-10-05 16:40:00,GrowthOptimist,Twitter,"['#Hope', '#PersonalDevelopment']",18.0,35.0,UK,2013,10,5,16,2013-10-05 16:40:00,2013-10-05,16:40:00,5,100,neutre
empowerment learning new skill,Empowerment,2014-07-10 13:15:00,SkillEmpower,Instagram,"['#Empowerment', '#SkillBuilding']",25.0,50.0,India,2014,7,10,13,2014-07-10 13:15:00,2014-07-10,13:15:00,3,66,positif
compassion volunteering local charity,Compassion,2015-12-18 14:20:00,CharityVolunteer,Facebook,"['#Compassion', '#VolunteerWork']",18.0,35.0,USA,2015,12,18,14,2015-12-18 14:20:00,2015-12-18,14:20:00,4,33,neutre
tenderness quiet moment shared pet,Tenderness,2016-02-10 19:45:00,PetLove,Twitter,"['#Tenderness', '#PetLove']",25.0,50.0,Canada,2016,2,10,19,2016-02-10 19:45:00,2016-02-10,19:45:00,2,177,neutre
arousal excitement upcoming festival,Arousal,2017-09-25 11:30:00,FestivalFan,Instagram,"['#Arousal', '#FestivalExcitement']",20.0,40.0,UK,2017,9,25,11,2017-09-25 11:30:00,2017-09-25,11:30:00,0,15,neutre
enthusiasm diy home improvement project,Enthusiasm,2018-04-15 16:00:00,DIYEnthusiast,Facebook,"['#Enthusiasm', '#HomeImprovement']",15.0,30.0,Australia,2018,4,15,16,2018-04-15 16:00:00,2018-04-15,16:00:00,6,71,neutre
fulfillment completing challenging puzzle,Fulfillment,2019-11-28 18:20:00,PuzzleMaster,Twitter,"['#Fulfillment', '#PuzzleChallenge']",22.0,45.0,India,2019,11,28,18,2019-11-28 18:20:00,2019-11-28,18:20:00,3,87,positif
reverence wonder nature hiking trail,Reverence,2020-05-11 15:00:00,NatureAdmirer,Instagram,"['#Reverence', '#NatureExploration']",18.0,35.0,USA,2020,5,11,15,2020-05-11 15:00:00,2020-05-11,15:00:00,0,159,neutre
elation surprise reunion childhood friend,Elation,2021-02-05 09:30:00,ChildhoodJoy,Facebook,"['#Elation', '#FriendshipReunion']",25.0,50.0,Canada,2021,2,5,9,2021-02-05 09:30:00,2021-02-05,09:30:00,4,60,neutre
suffering despair another setback,Despair,2021-03-10 08:30:00,StrugglingSoul,Twitter,"['#Despair', '#Struggle']",5.0,10.0,USA,2021,3,10,8,2021-03-10 08:30:00,2021-03-10,08:30:00,2,50,neutre
overwhelmed grief missing loved one dearly,Grief,2022-07-05 15:45:00,MourningHeart,Instagram,"['#Grief', '#Loss']",8.0,15.0,Canada,2022,7,5,15,2022-07-05 15:45:00,2022-07-05,15:45:00,1,91,négatif
loneliness creep night grows colder,Loneliness,2019-11-18 21:20:00,SolitarySoul,Facebook,"['#Loneliness', '#Isolation']",10.0,20.0,UK,2019,11,18,21,2019-11-18 21:20:00,2019-11-18,21:20:00,0,121,neutre
jealousy consumes witness others success,Jealousy,2020-08-12 11:30:00,EnviousObserver,Twitter,"['#Jealousy', '#Envy']",12.0,25.0,India,2020,8,12,11,2020-08-12 11:30:00,2020-08-12,11:30:00,2,114,positif
resentment building past betrayal,Resentment,2018-05-22 14:45:00,BitterHeart,Instagram,"['#Resentment', '#Bitterness']",7.0,15.0,Australia,2018,5,22,14,2018-05-22 14:45:00,2018-05-22,14:45:00,1,157,négatif
frustration mount obstacle block path,Frustration,2017-01-30 16:10:00,BlockedGoals,Facebook,"['#Frustration', '#Obstacles']",10.0,20.0,USA,2017,1,30,16,2017-01-30 16:10:00,2017-01-30,16:10:00,0,86,neutre
boredom set day feel endlessly dull,Boredom,2016-09-28 19:45:00,BoredMind,Twitter,"['#Boredom', '#LackOfInterest']",8.0,15.0,Canada,2016,9,28,19,2016-09-28 19:45:00,2016-09-28,19:45:00,2,24,négatif
anxiety grip heart worry cloud thought,Anxiety,2019-04-15 09:00:00,WorriedMind,Instagram,"['#Anxiety', '#Worry']",12.0,25.0,UK,2019,4,15,9,2019-04-15 09:00:00,2019-04-15,09:00:00,0,12,neutre
intimidation unknown future ahead,Intimidation,2021-12-03 18:30:00,FearfulSoul,Facebook,"['#Intimidation', '#Fear']",15.0,30.0,India,2021,12,3,18,2021-12-03 18:30:00,2021-12-03,18:30:00,4,110,négatif
helplessness sink challenge pile,Helplessness,2020-06-20 14:20:00,OverwhelmedHeart,Twitter,"['#Helplessness', '#Overwhelmed']",8.0,15.0,Australia,2020,6,20,14,2020-06-20 14:20:00,2020-06-20,14:20:00,5,99,neutre
envy eats away see others prosperity,Envy,2018-11-07 11:30:00,CovetousMind,Instagram,"['#Envy', '#Desire']",10.0,20.0,Canada,2018,11,7,11,2018-11-07 11:30:00,2018-11-07,11:30:00,2,74,neutre
regret missed opportunity haunt thought,Regret,2017-08-25 16:00:00,RemorsefulSoul,Facebook,"['#Regret', '#MissedChances']",12.0,25.0,UK,2017,8,25,16,2017-08-25 16:00:00,2017-08-25,16:00:00,4,153,neutre
disgust sight injustice cruelty,Disgust,2019-02-11 09:45:00,DisgustedHeart,Twitter,"['#Disgust', '#Injustice']",7.0,15.0,India,2019,2,11,9,2019-02-11 09:45:00,2019-02-11,09:45:00,0,56,neutre
drowning despair hope slipping finger,Despair,2016-04-02 20:20:00,HopelessHeart,Instagram,"['#Despair', '#Hopeless']",10.0,20.0,USA,2016,4,2,20,2016-04-02 20:20:00,2016-04-02,20:20:00,5,50,négatif
grief weighs heavy tear constant companion,Grief,2015-10-18 15:30:00,TearfulSoul,Facebook,"['#Grief', '#Tears']",12.0,25.0,Canada,2015,10,18,15,2015-10-18 15:30:00,2015-10-18,15:30:00,6,91,négatif
loneliness crowded room silent cry connection,Loneliness,2019-07-12 18:10:00,IsolatedMind,Twitter,"['#Loneliness', '#SeekingConnection']",15.0,30.0,UK,2019,7,12,18,2019-07-12 18:10:00,2019-07-12,18:10:00,4,121,neutre
jealousy gnaws confidence toxic emotion,Jealousy,2018-06-03 16:30:00,SelfDoubt,Instagram,"['#Jealousy', '#Insecurity']",8.0,15.0,India,2018,6,3,16,2018-06-03 16:30:00,2018-06-03,16:30:00,6,114,neutre
resentment fester poisoning relationship,Resentment,2022-01-15 12:00:00,BrokenTrust,Facebook,"['#Resentment', '#BrokenTrust']",10.0,20.0,Australia,2022,1,15,12,2022-01-15 12:00:00,2022-01-15,12:00:00,5,157,neutre
frustration boil volcanic eruption emotion,Frustration,2017-04-10 14:45:00,ExplosiveMind,Twitter,"['#Frustration', '#EmotionalOutburst']",12.0,25.0,USA,2017,4,10,14,2017-04-10 14:45:00,2017-04-10,14:45:00,0,86,neutre
boredom settle like dust life feel mundane,Boredom,2016-11-28 19:00:00,MundaneHeart,Instagram,"['#Boredom', '#Monotony']",7.0,15.0,Canada,2016,11,28,19,2016-11-28 19:00:00,2016-11-28,19:00:00,0,24,négatif
anxiety grip chest relentless grip thought,Anxiety,2018-09-05 09:30:00,RestlessMind,Facebook,"['#Anxiety', '#Restlessness']",10.0,20.0,UK,2018,9,5,9,2018-09-05 09:30:00,2018-09-05,09:30:00,2,12,neutre
intimidation challenge ahead fear take hold,Intimidation,2021-10-22 18:30:00,FearfulJourney,Twitter,"['#Intimidation', '#FacingFear']",15.0,30.0,India,2021,10,22,18,2021-10-22 18:30:00,2021-10-22,18:30:00,4,110,neutre
helplessness engulfs drowning sea problem,Helplessness,2019-05-08 14:20:00,OverwhelmedSoul,Instagram,"['#Helplessness', '#Struggling']",8.0,15.0,Australia,2019,5,8,14,2019-05-08 14:20:00,2019-05-08,14:20:00,2,99,neutre
envy poison thought coveting others success,Envy,2017-03-20 11:30:00,GreenEyedMonster,Facebook,"['#Envy', '#Success']",10.0,20.0,Canada,2017,3,20,11,2017-03-20 11:30:00,2017-03-20,11:30:00,0,74,positif
regret decision led painful present,Regret,2018-12-15 16:00:00,RegretfulMind,Twitter,"['#Regret', '#PastChoices']",12.0,25.0,USA,2018,12,15,16,2018-12-15 16:00:00,2018-12-15,16:00:00,5,153,négatif
disgust corruption stain society,Disgust,2016-07-01 09:45:00,CorruptedHeart,Instagram,"['#Disgust', '#Corruption']",7.0,15.0,UK,2016,7,1,9,2016-07-01 09:45:00,2016-07-01,09:45:00,4,56,neutre
sinking despair day darker last,Despair,2020-08-20 20:20:00,DrowningSoul,Facebook,"['#Despair', '#DarkDays']",10.0,20.0,India,2020,8,20,20,2020-08-20 20:20:00,2020-08-20,20:20:00,3,50,neutre
grief overwhelms storm emotion within,Grief,2021-02-25 15:30:00,StormyHeart,Twitter,"['#Grief', '#EmotionalStorm']",12.0,25.0,Canada,2021,2,25,15,2021-02-25 15:30:00,2021-02-25,15:30:00,3,91,négatif
loneliness echo empty space yearning connection,Loneliness,2019-09-12 18:10:00,EchoingSoul,Instagram,"['#Loneliness', '#YearningForConnection']",15.0,30.0,Australia,2019,9,12,18,2019-09-12 18:10:00,2019-09-12,18:10:00,3,121,négatif
jealousy poison thought resentment brewing within,Jealousy,2018-08-05 16:30:00,PoisonedMind,Facebook,"['#Jealousy', '#Resentment']",8.0,15.0,USA,2018,8,5,16,2018-08-05 16:30:00,2018-08-05,16:30:00,6,114,neutre
resentment fester wound refuse heal,Resentment,2017-01-12 12:00:00,UnforgivingSoul,Twitter,"['#Resentment', '#Unforgiving']",10.0,20.0,India,2017,1,12,12,2017-01-12 12:00:00,2017-01-12,12:00:00,3,157,neutre
frustration escalates thunderstorm emotion,Frustration,2022-04-05 14:45:00,ThunderingMind,Instagram,"['#Frustration', '#EmotionalOutburst']",12.0,25.0,UK,2022,4,5,14,2022-04-05 14:45:00,2022-04-05,14:45:00,1,86,neutre
boredom lingers stagnant pool indifference,Boredom,2021-10-02 19:00:00,StagnantHeart,Facebook,"['#Boredom', '#Stagnation']",7.0,15.0,Canada,2021,10,2,19,2021-10-02 19:00:00,2021-10-02,19:00:00,5,24,neutre
embarking journey discovery fueled curiosity thirst knowledge,Curiosity,2023-04-15 10:15:00,InquisitiveMind,Twitter,"['#Curiosity', '#Learning']",15.0,30.0,USA,2023,4,15,10,2023-04-15 10:15:00,2023-04-15,10:15:00,5,46,neutre
lost vast sea information indifferent wave digital ocean,Indifference,2022-11-28 17:30:00,ApatheticObserver,Instagram,"['#Indifference', '#DigitalOverload']",7.0,15.0,Canada,2022,11,28,17,2022-11-28 17:30:00,2022-11-28,17:30:00,0,106,neutre
complex puzzle life leaf state perpetual confusion seeking answer chaos,Confusion,2020-04-02 09:45:00,SeekingClarity,Facebook,"['#Confusion', '#LifePuzzle']",10.0,20.0,UK,2020,4,2,9,2020-04-02 09:45:00,2020-04-02,09:45:00,3,37,négatif
numbness settle shield overwhelming emotion life throw way,Numbness,2021-08-10 14:00:00,EmotionallyDistant,Twitter,"['#Numbness', '#EmotionalShield']",8.0,15.0,India,2021,8,10,14,2021-08-10 14:00:00,2021-08-10,14:00:00,1,137,positif
gazing sunset melancholic longing moment slip finger time,Melancholy,2019-06-18 20:45:00,SunsetDreamer,Instagram,"['#Melancholy', '#SunsetMoments']",12.0,25.0,Australia,2019,6,18,20,2019-06-18 20:45:00,2019-06-18,20:45:00,1,126,neutre
revisiting old photograph caught embrace nostalgia bittersweet symphony,Nostalgia,2018-02-05 15:15:00,MemoryLaneTraveler,Facebook,"['#Nostalgia', '#MemoryLane']",10.0,20.0,USA,2018,2,5,15,2018-02-05 15:15:00,2018-02-05,15:15:00,0,136,positif
torn conflicting emotion ambivalence paint decision shade uncertainty,Ambivalence,2022-05-30 11:30:00,MixedFeelings,Twitter,"['#Ambivalence', '#UncertainChoices']",12.0,25.0,Canada,2022,5,30,11,2022-05-30 11:30:00,2022-05-30,11:30:00,0,8,neutre
embracing ebb flow life finding acceptance dance existence,Acceptance,2023-01-10 16:20:00,ZenLifestyle,Instagram,"['#Acceptance', '#LifeJourney']",15.0,30.0,UK,2023,1,10,16,2023-01-10 16:20:00,2023-01-10,16:20:00,1,0,neutre
facing challenge headon determination fuel fire within achieve impossible,Determination,2020-09-18 13:45:00,ResilientSpirit,Facebook,"['#Determination', '#AchieveTheImpossible']",10.0,20.0,India,2020,9,18,13,2020-09-18 13:45:00,2020-09-18,13:45:00,4,52,négatif
serenity found stillness nature tranquil retreat chaos modern world,Serenity,2021-07-03 19:00:00,NatureSoul,Twitter,"['#Serenity', '#NatureRetreat']",12.0,25.0,Australia,2021,7,3,19,2021-07-03 19:00:00,2021-07-03,19:00:00,5,166,positif
curiosity leading rabbit hole knowledge perpetual student life classroom,Curiosity,2022-10-08 08:15:00,EternalLearner,Instagram,"['#Curiosity', '#KnowledgeQuest']",20.0,40.0,USA,2022,10,8,8,2022-10-08 08:15:00,2022-10-08,08:15:00,5,46,neutre
floating day air indifference detached mundane happening around,Indifference,2023-03-22 16:30:00,AloofObserver,Facebook,"['#Indifference', '#FloatingThroughLife']",10.0,20.0,Canada,2023,3,22,16,2023-03-22 16:30:00,2023-03-22,16:30:00,2,106,négatif
entangled web thought confusion reigning navigate labyrinth idea,Confusion,2021-05-15 11:45:00,ThoughtExplorer,Twitter,"['#Confusion', '#ThoughtLabyrinth']",15.0,30.0,UK,2021,5,15,11,2021-05-15 11:45:00,2021-05-15,11:45:00,5,37,neutre
numb chaos emotion locked away stoic facade concealing inner turmoil,Numbness,2019-12-28 14:30:00,StoicSoul,Instagram,"['#Numbness', '#StoicFacade']",8.0,15.0,Australia,2019,12,28,14,2019-12-28 14:30:00,2019-12-28,14:30:00,5,137,négatif
melancholy whisper breeze silent conversation echo forgotten dream,Melancholy,2020-03-01 19:00:00,DreamerInSilence,Facebook,"['#Melancholy', '#WhispersInTheBreeze']",12.0,25.0,India,2020,3,1,19,2020-03-01 19:00:00,2020-03-01,19:00:00,6,126,neutre
stumbling upon old journal nostalgia flooding wave carrying moment long gone,Nostalgia,2018-07-10 15:45:00,JournalKeeper,Twitter,"['#Nostalgia', '#JournalMoments']",10.0,20.0,Canada,2018,7,10,15,2018-07-10 15:45:00,2018-07-10,15:45:00,1,136,positif
tapestry conflicting feeling weaving uncertainty caught thread ambivalence,Ambivalence,2022-01-05 10:30:00,ThreadWeaver,Instagram,"['#Ambivalence', '#ConflictingFeelings']",12.0,25.0,UK,2022,1,5,10,2022-01-05 10:30:00,2022-01-05,10:30:00,2,8,neutre
embracing flaw finding acceptance imperfection journey towards selflove,Acceptance,2021-08-20 16:20:00,SelfLoveAdvocate,Facebook,"['#Acceptance', '#SelfLoveJourney']",15.0,30.0,Australia,2021,8,20,16,2021-08-20 16:20:00,2021-08-20,16:20:00,4,0,neutre
determination burning like wildfire overcoming obstacle turning dream reality,Determination,2019-11-03 13:45:00,DreamChaser,Twitter,"['#Determination', '#DreamsIntoReality']",18.0,35.0,USA,2019,11,3,13,2019-11-03 13:45:00,2019-11-03,13:45:00,6,52,neutre
tranquil moment ocean serenity washing peaceful retreat within wave embrace,Serenity,2020-04-12 19:30:00,OceanSoul,Instagram,"['#Serenity', '#OceanRetreat']",25.0,50.0,Canada,2020,4,12,19,2020-04-12 19:30:00,2020-04-12,19:30:00,6,166,positif
exploring new horizon spark curiosity adventurer vast landscape knowledge,Curiosity,2022-04-15 08:45:00,HorizonExplorer,Facebook,"['#Curiosity', '#NewHorizons']",22.0,45.0,India,2022,4,15,8,2022-04-15 08:45:00,2022-04-15,08:45:00,4,46,positif
drifting day nonchalant demeanor embracing art indifference,Indifference,2023-02-10 17:00:00,NonchalantSpirit,Twitter,"['#Indifference', '#DriftingThroughLife']",9.0,18.0,UK,2023,2,10,17,2023-02-10 17:00:00,2023-02-10,17:00:00,4,106,neutre
wrestling thought perplexed mind lost labyrinth life complexity,Confusion,2020-08-05 12:15:00,ComplexThinker,Instagram,"['#Confusion', '#PerplexedMind']",14.0,28.0,Australia,2020,8,5,12,2020-08-05 12:15:00,2020-08-05,12:15:00,2,37,positif
immersed state emotional numbness shield storm daily struggle,Numbness,2021-12-01 15:30:00,ShieldedHeart,Facebook,"['#Numbness', '#EmotionalShield']",10.0,20.0,USA,2021,12,1,15,2021-12-01 15:30:00,2021-12-01,15:30:00,2,137,neutre
melancholic symphony playing background soundtrack wistful heart,Melancholy,2019-03-25 21:00:00,SymphonySoul,Twitter,"['#Melancholy', '#WistfulHeart']",13.0,26.0,Canada,2019,3,25,21,2019-03-25 21:00:00,2019-03-25,21:00:00,0,126,neutre
flipping page old yearbook nostalgia painting smile tear face,Nostalgia,2017-06-18 14:45:00,YearbookExplorer,Instagram,"['#Nostalgia', '#YearbookMemories']",12.0,25.0,India,2017,6,18,14,2017-06-18 14:45:00,2017-06-18,14:45:00,6,136,positif
torn opposing emotion ambivalence color decision shade uncertainty,Ambivalence,2022-07-08 11:30:00,DecisiveDilemma,Facebook,"['#Ambivalence', '#ShadesOfUncertainty']",15.0,30.0,Australia,2022,7,8,11,2022-07-08 11:30:00,2022-07-08,11:30:00,4,8,neutre
embracing life imperfection finding acceptance journey scar,Acceptance,2023-05-15 16:20:00,ImperfectHarmony,Twitter,"['#Acceptance', '#ImperfectJourney']",18.0,36.0,Canada,2023,5,15,16,2023-05-15 16:20:00,2023-05-15,16:20:00,0,0,neutre
fiery determination burning within fueled vision reaching unparalleled height,Determination,2021-09-10 14:45:00,VisionarySpirit,Instagram,"['#Determination', '#UnparalleledHeights']",20.0,40.0,UK,2021,9,10,14,2021-09-10 14:45:00,2021-09-10,14:45:00,4,52,neutre
basking serenity quiet forest whisper nature bring peace soul,Serenity,2020-02-28 18:30:00,ForestDreamer,Facebook,"['#Serenity', '#NatureWhispers']",25.0,50.0,USA,2020,2,28,18,2020-02-28 18:30:00,2020-02-28,18:30:00,4,166,neutre
indifferent noise world silent observer midst life cacophony,Indifference,2023-03-10 16:30:00,SilentSpectator,Instagram,"['#Indifference', '#SilentObserver']",9.0,18.0,India,2023,3,10,16,2023-03-10 16:30:00,2023-03-10,16:30:00,4,106,neutre
navigating labyrinth thought confusion constant companion maze idea,Confusion,2021-05-02 11:45:00,MazeNavigator,Facebook,"['#Confusion', '#ThoughtLabyrinth']",14.0,28.0,Australia,2021,5,2,11,2021-05-02 11:45:00,2021-05-02,11:45:00,6,37,neutre
impenetrable numbness shield emotional storm fortress stoic resilience,Numbness,2019-10-18 14:30:00,ResilientFortress,Twitter,"['#Numbness', '#StoicResilience']",11.0,22.0,UK,2019,10,18,14,2019-10-18 14:30:00,2019-10-18,14:30:00,4,137,neutre
melancholy painting world hue nostalgia canvas bittersweet memory,Melancholy,2020-01-05 20:00:00,CanvasDreamer,Instagram,"['#Melancholy', '#BittersweetMemories']",13.0,26.0,USA,2020,1,5,20,2020-01-05 20:00:00,2020-01-05,20:00:00,6,126,neutre
journey past flipping page old diary nostalgia taking lead,Nostalgia,2018-08-10 15:45:00,DiaryExplorer,Facebook,"['#Nostalgia', '#DiaryJourney']",12.0,25.0,Canada,2018,8,10,15,2018-08-10 15:45:00,2018-08-10,15:45:00,4,136,négatif
ambivalence clouding decision caught crossroad conflicting emotion,Ambivalence,2022-01-15 10:30:00,CrossroadsTraveler,Twitter,"['#Ambivalence', '#ConflictingEmotions']",15.0,30.0,India,2022,1,15,10,2022-01-15 10:30:00,2022-01-15,10:30:00,5,8,neutre
embracing imperfection finding acceptance mosaic life beautiful chaos,Acceptance,2021-07-20 16:20:00,MosaicDreamer,Instagram,"['#Acceptance', '#BeautifulChaos']",18.0,36.0,Australia,2021,7,20,16,2021-07-20 16:20:00,2021-07-20,16:20:00,1,0,positif
determination driving force propelling forward path extraordinary achievement,Determination,2019-12-03 13:45:00,PathfinderSpirit,Facebook,"['#Determination', '#ExtraordinaryPath']",20.0,40.0,USA,2019,12,3,13,2019-12-03 13:45:00,2019-12-03,13:45:00,1,52,positif
seeking serenity melody raindrop tranquil escape noise everyday life,Serenity,2020-04-12 19:30:00,RaindropHarmony,Twitter,"['#Serenity', '#RaindropMelody']",25.0,50.0,Canada,2020,4,12,19,2020-04-12 19:30:00,2020-04-12,19:30:00,6,166,négatif
curiosity driving exploration unknown seeker knowledge uncharted territory,Curiosity,2022-05-08 08:45:00,SeekerOfUnknowns,Instagram,"['#Curiosity', '#SeekerOfKnowledge']",22.0,45.0,UK,2022,5,8,8,2022-05-08 08:45:00,2022-05-08,08:45:00,6,46,négatif
